X,Y,OBJECTID,LOCATION,CR_PPM,NI_PPM,CO_PPM,SC_PPM,V_PPM,CU_PPM,PB_PPM,ZN_PPM,BI_PPM,CD_PPM,IN_PPM,SN_PPM,W_PPM,MO_PPM,AS_PPM,SE_PPM,SB_PPM,TE_PPM,AG_PPM,RE_PPM,AU_PPB,HG_PPM,RB_PPM,CS_PPM,BA_PPM,SR_PPM,TL_PPM,GA_PPM,GE_PPM,LI_PPM,TA_PPM,NB_PPM,HF_PPM,ZR_PPM,Y_PPM,TH_PPM,U_PPM,LA_PPM,CE_PPM,PR_PPM,ND_PPM,SM_PPM,EU_PPM,GD_PPM,TB_PPM,DY_PPM,HO_PPM,ER_PPM,TM_PPM,YB_PPM,LU_PPM,BR_PPM,I_PPM,B_PPM,BE_PPM,MN_PPM,SAMPLE_NUMBER_ID,CHEMISTRY_REVIEWED,ROCK_TYPE_NAME,SAMPLE_TYPE,LITHOLOGICAL_UNIT,GEOLOGICAL_DOMAIN,COLLAR_PROJECT_NAME,DATE_ANALYSIS_SENT,SENT_BY,DATE_SAMPLE_COLLECTED,COLLECTED_BY,UTM_EASTING,UTM_NORTHING,SIO2_PCT,TIO2_PCT,AL2O3_PCT,FE2O3_PCT,FEO_PCT,MNO_PCT,MGO_PCT,CAO_PCT,NA2O_PCT,K2O_PCT,P2O5_PCT,CR2O3_PCT,H2O_M_PCT,H2O_P_PCT,SO4_PCT,CO2_PCT,C_ORG_PCT,LOI_PCT,TOTAL_PCT,PB_204_PPM,PB_206_PPM,PB_207_PPM,PB_208_PPM,S_PCT,RU_PPB,RH_PPB,PD_PPB,OS_PPB,IR_PPB,PT_PPB,F_PCT,CL_PCT,C_PCT,TI_PCT,AL_PCT,FE_PCT,MG_PCT,CA_PCT,NA_PCT,K_PCT,P_PCT,ANALYSIS_LAB,ANALYSIS_LAB_CERTIFICATE_NUM,ANALYSIS_LAB_CODE,DIGESTION,DIGESTION_METHOD,ANALYTICAL_METHOD,COMMENT_,REASON,SAMPLE_DESCRIPTION,ANALYSIS_ORIGIN,TYPE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,COLLAR_HOLE_NAME,DATA_OBTAINED,COMPANY_DATUM,COMPANY_ZONE,ELEVATION,COMPANY_NAME,NTS,CORE_SIZE,DRILL_TYPE,SAMPLE_DEPTH_FROM_METRES,SAMPLE_DEPTH_TO_METRES,SAMPLE_DEPTH_FROM_FEET,SAMPLE_DEPTH_TO_FEET,GLOBALID
559028,6153082,31,Soroski Lake,30,-20,1,-1,7,-10,12,-30,-0.1,,-0.1,-1,-0.5,-2,-5,,-0.2,,,,,,25,,,,0.11,15,0.8,,0.08,0.6,2,55,2.3,1.52,1.68,6.11,11.5,1.24,4.61,0.74,0.397,0.62,0.08,0.46,0.09,0.26,0.047,0.3,0.07,,,,1,,VDK19-28-008-2,yes,leucotonalite,Outcrop Grab,Lgd,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,559028,6153082,72.98,0.062,14.83,1.15,,0.021,0.25,2.42,4.95,1.74,0.03,,,,,,,0.64,99.07,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{CF52527B-1594-4A86-AEDF-FF62B9192076}
565719,6169964,32,Dirks Lake,-20,-20,3,1,19,-10,14,50,-0.1,,-0.1,1,-0.5,-2,-5,,-0.2,,,,,,33,,,,0.3,22,0.9,,0.13,1.8,2.4,74,2.6,1.22,1.28,8.23,18.3,1.96,7.21,1.39,0.45,0.87,0.11,0.47,0.09,0.25,0.033,0.22,0.038,,,,2,,VDK19-39-012,yes,leucogranodiorite,Outcrop Grab,Lgd,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,565719,6169964,69.75,0.191,16.02,1.77,,0.021,0.39,2.34,5.7,2.02,0.07,,,,,,,0.39,98.65,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{3A1136B7-EBB3-471F-9DA8-5A51FC42FFBD}
564484,6175817,33,Wapassini Lake,120,40,13,15,101,30,21,90,-0.1,,-0.1,1,-0.5,-2,-5,,-0.2,,,,,,134,,,,0.78,20,1.4,,0.71,9.2,5.2,171,26.3,15,6.42,40,80.4,9.08,34.1,6.54,1.16,5.14,0.76,4.2,0.92,2.64,0.421,2.83,0.47,,,,1,,VDK19-42-001,yes,pelite,Outcrop Grab,Psp,Glennie,Central Glennie,2019,Van De Kerckhove,2019,Van De Kerckhove,564484,6175817,66.56,0.614,15.36,5.71,,0.052,2.36,1.48,2.62,3.72,0.07,,,,,,,1.17,99.71,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-17562,WRA+Trace 4 Lithoresearch,,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{3DB3D24E-BA0E-4257-BC5F-020AD20666FD}
558849,6182445,34,Robertson Lake,60,-20,8,6,43,10,9,40,-0.4,,-0.2,-1,-1,-2,-5,,-0.5,,0.9,,,,40,1.2,833,122,0.3,12,1,,0.2,5,3.7,168,12,12.9,2,47.5,91.5,10.3,36.3,5.5,1.06,3.9,0.5,2.6,0.5,1.3,0.16,1,0.15,,,,-1,,SBt18-09-013,yes,pelite,Outcrop Grab,Pl,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,558849,6182445,81.29,0.401,9.11,3.12,,0.032,0.91,0.74,0.94,1.68,0.02,,,,,,,1.2,99.46,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{AA0CE175-FBF2-4B81-B9DE-2132931509CE}
554191,6181878,35,Robertson Lake,210,120,48,47,407,50,8,160,-0.4,,-0.2,7,2,-2,-5,,-0.5,,-0.5,,,,4,-0.5,38,157,-0.1,18,1,,0.2,3,1.8,69,23,0.3,2.3,4.2,11,1.78,9.1,2.9,1.13,4.3,0.8,4.7,1,2.8,0.41,2.6,0.42,,,,-1,,VDK18-12-008,yes,rock,Outcrop Grab,CSi,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,554191,6181878,59.75,1.286,14.42,2.67,,0.054,0.54,15.98,1.52,0.16,0.16,,,,,,,3.73,100.3,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{5D4A60EF-CD51-47EC-BC88-5E8603D3AC01}
550410,6175163,36,Ahasew Lake,100,50,23,18,149,-10,5,80,-0.4,,-0.2,1,-1,-2,-5,,-0.5,,0.8,,,,59,1,850,954,0.4,21,1,,0.3,6,3.2,151,17,2.8,1.2,31.3,76.7,10.2,41.1,7.3,2.09,5.7,0.7,3.4,0.6,1.7,0.2,1.2,0.18,,,,1,,VDK18-19-001,yes,diorite,Outcrop Grab,Di,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,550410,6175163,56.23,0.769,15.92,7.5,,0.12,4.66,6.06,4.01,2.24,0.44,,,,,,,1.53,99.49,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{716FCF38-B6FD-4173-90FE-87BBFD361425}
550412,6175060,37,Ahasew Lake,30,20,11,7,68,60,10,70,-0.4,,-0.2,1,-1,-2,-5,,-0.5,,0.8,,,,38,0.9,638,1028,0.3,23,-1,,0.4,6,2.9,135,11,2.6,1.5,26.3,57.7,6.98,27,4.6,1.32,3.3,0.4,2,0.3,0.9,0.13,0.8,0.12,,,,1,,VDK18-19-002,yes,quartz-diorite,Outcrop Grab,Di,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,550412,6175060,64.74,0.519,16.5,4.22,,0.065,2,3.99,5.33,1.93,0.25,,,,,,,0.74,100.3,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{5D0AFB36-E3DB-4251-84F6-87754E662D6D}
550787,6175041,38,Ahasew Lake,30,20,11,7,70,10,11,70,-0.4,,-0.2,1,-1,-2,-5,,-0.5,,0.9,,,,50,2.2,489,987,0.4,23,1,,0.3,5,3.3,158,10,3.7,3,27.6,63.2,7.18,25.2,4.2,1.22,2.8,0.3,1.8,0.3,0.9,0.12,0.8,0.12,,,,2,,VDK18-19-006,yes,tonalite,Outcrop Grab,T,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,550787,6175041,65.01,0.51,16.38,4.29,,0.065,1.95,4.11,5.42,1.71,0.27,,,,,,,0.37,100.1,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{1D750E76-61B5-42FB-B915-4F18F8B3E062}
558079,6176591,39,Forseth Lake,-20,-20,1,3,-5,-10,36,-30,-0.4,,-0.2,4,-1,-2,-5,,-0.5,,-0.5,,,,329,5.7,274,56,2,24,1,,1.4,8,2.4,58,14,27.9,2.5,21.3,43.5,4.77,15.6,3.7,0.32,3,0.5,2.7,0.5,1.3,0.17,1.1,0.17,,,,3,,VDK18-23-006,yes,granite,Outcrop Grab,Gl,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,558079,6176591,74.74,0.042,13.59,1.21,,0.01,0.11,0.47,3.28,5.4,0.03,,,,,,,0.64,99.5,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{64A4A4FF-C7AA-4715-929F-3611622E7D2D}
554525,6174409,40,Palmer Lake,230,200,59,36,170,80,5,130,1.2,,-0.2,1,-1,2,-5,,-0.5,,-0.5,,,,17,1.3,51,92,0.2,16,2,,0.8,9,0.5,16,16,0.1,0.1,0.9,2.2,0.3,1.8,0.9,0.39,1.8,0.4,2.9,0.7,2,0.32,2.2,0.33,,,,1,,VDK18-25-027,yes,mafic calc-silicate rock,Outcrop Grab,Mvc,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,554525,6174409,47.03,0.386,16.26,11.77,,0.181,8.74,12.45,1.84,0.6,0.03,,,,,,,0.81,100.1,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{D4A07B95-A61C-43C2-95A6-9C328CFFBCF6}
552268,6176136,41,Ahasew Lake,60,30,9,10,54,-10,10,60,-0.4,,-0.2,1,-1,-2,-5,,-0.5,,0.6,,,,41,0.7,1583,678,0.3,18,1,,0.5,7,3.1,144,13,3.2,1.8,28.7,71.5,9.76,38.8,7.2,1.42,4.9,0.6,3.2,0.5,1.6,0.21,1.4,0.21,,,,2,,VDK18-28-001-1-1,yes,quartz-diorite,Outcrop Grab,Di,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,552268,6176136,67.96,0.389,13.83,3.74,,0.086,2.13,2.53,4.34,2.93,0.29,,,,,,,1.01,99.23,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{D8938E61-2BA3-4CDA-862F-C93EF76D66B2}
551002,6169479,42,Propp Lake,100,30,21,22,181,20,9,120,-0.4,,-0.2,1,-1,-2,-5,,-0.5,,-0.5,,,,51,1.5,606,470,0.3,19,2,,0.3,6,2.3,95,13,4.1,1.6,22.5,47.2,5.81,22,4.4,1.21,3.6,0.5,2.8,0.5,1.5,0.2,1.3,0.2,,,,1,,VDK18-34-008,yes,calcic psammopelite,Outcrop Grab,Pc,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,551002,6169479,61.02,0.615,17.45,8.37,,0.08,2.74,3.96,3.37,2.07,0.16,,,,,,,0.5,100.3,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{FB119DB8-90B0-4340-83EC-D85C5DE81C8B}
551270,6170083,43,Propp Lake,110,50,44,44,423,80,-5,100,-0.4,,-0.2,1,-1,-2,-5,,-0.5,,0.6,,,,7,-0.5,159,212,-0.1,23,1,,0.2,4,2.7,115,26,0.3,0.4,6,17,2.77,14.4,4.4,1.52,5.8,0.9,5.6,1.1,3.1,0.43,2.7,0.44,,,,-1,,VDK18-34-015,yes,mafic volcanic rock,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,551270,6170083,52.77,1.98,14.66,9.9,,0.184,6.06,10.14,3.36,0.44,0.16,,,,,,,0.78,100.4,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{7FC768D9-B956-4E87-9AEF-723E09FA0695}
558251,6174136,44,Palmer Lake,-20,-20,4,25,9,20,-5,210,-0.4,,0.2,3,-1,-2,-5,,-0.5,,1.7,,,,18,0.8,281,219,-0.1,28,2,,0.7,17,7.9,326,91,1.8,0.6,21.1,53.8,7.94,38,10.9,3.2,15.1,2.8,17.6,3.7,11.3,1.73,11.6,1.83,,,,2,,VDK18-37-009,yes,magnetic diorite,Outcrop Grab,mDi,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,558251,6174136,60.8,0.846,15.13,12.14,,0.231,1.3,5.52,3.18,1.03,0.35,,,,,,,-0.05,100.5,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{B8B1557D-BE00-4611-88B4-C193E57F0739}
557461,6174250,45,Palmer Lake,180,50,42,51,346,50,26,130,-0.4,,-0.2,1,-1,-2,-5,,-0.5,,-0.5,,,,12,0.7,65,90,-0.1,19,2,,0.1,3,1.8,71,29,0.3,0.2,3.5,9.3,1.51,7.9,2.6,1.12,4.6,0.9,5.7,1.3,3.7,0.58,3.9,0.62,,,,-1,,VDK18-37-011,yes,mafic calc-silicate rock,Outcrop Grab,Mvc,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,557461,6174250,50.68,1.236,13.62,13.48,,0.222,6.74,11.18,2.26,0.35,0.12,,,,,,,0.59,100.5,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{67181862-9617-42A8-9B92-1CEAFA1A282A}
553515,6172582,46,Propp Lake,-20,-20,8,20,23,-10,-5,100,-0.4,,-0.2,1,-1,-2,-5,,-0.5,,1.5,,,,25,0.6,429,215,-0.1,27,2,,0.7,25,6.1,281,78,1.5,0.7,16.3,46,6.68,29.9,8.8,1.42,12.1,2.5,15.8,3.3,9.3,1.24,7.7,1.22,,,,2,,VDK18-38-012,yes,calcic psammite,Outcrop Grab,Pc,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,553515,6172582,64.8,0.586,15.98,6.92,,0.142,1.18,3.42,4.92,1.54,0.24,,,,,,,0.33,100.1,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 4LITHO (11+)  Major Elements Fusion ICP(WRA)/Trace Elements Fusion  ICP/MS(WRA4B2),,,FUS-ICP,,,,,,,,,,,,,,,,,,,,{1C161A3D-3843-4D41-AEF9-3D2A2DB684C2}
554531,6171391,47,Propp Lake,,-1,1,,,101,5,6,-1,,-1,-3,2,13,-4,-1,,-1,-3,-1,-30,,,-1,,,-1,6,-1,2,,,,,,2,4,,,,,,,,,,,,,,,,,,,,SBt18-32-002,yes,microdiorite,Outcrop Grab,Ga,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,554531,6171391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{04F34661-116C-45B8-9EB8-21EE707C7D32}
559175,6184346,48,Robertson Lake,,128,57,,,594,13,171,-1,,-1,3,5,4,11,4,,-1,-3,-1,-30,,,-1,,,-1,31,1,13,,,,,,-1,2,,,,,,,,,,,,,,,,,,,,SMa18-04-003-1-1,yes,psammite,Outcrop Grab,Psp,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,559175,6184346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{C9756FA5-8289-494E-89C3-0F2738C3023D}
558926,6184582,49,Robertson Lake,,50,40,,,224,8,83,-1,,-1,-3,8,3,6,-1,,1,-3,-1,-30,,,1,,,-1,22,2,11,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,SMa18-04-006,yes,n/a,Outcrop Grab,Psp,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,558926,6184582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{E9F735E1-3EB3-4877-95B8-C6514402B94B}
555149,6183424,50,Robertson Lake,,46,15,,,43,10,107,-1,,-1,-3,4,2,22,-1,,1,-3,-1,-30,,,-1,,,-1,7,2,20,,,,,,3,1,,,,,,,,,,,,,,,,,,,,SMa18-05-005,yes,psammite,Outcrop Grab,Ps,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,555149,6183424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{7EF60F2E-EED9-4708-8CF6-BF3160761260}
554039,6183321,51,Robertson Lake,,35,33,,,199,10,54,-1,,-1,-3,3,3,14,-1,,-1,-3,-1,-30,,,-1,,,-1,10,-1,13,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,SMa18-05-010,yes,psammite,Outcrop Grab,Ps,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,554039,6183321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{7EB0D8FB-453A-443F-8099-0CB6CA62B1DE}
554269,6181075,52,Robertson Lake,,-1,1,,,20,10,31,-1,,-1,-3,1,2,7,-1,,2,-3,-1,-30,,,-1,,,-1,6,-1,9,,,,,,9,2,,,,,,,,,,,,,,,,,,,,VDK18-05-009,yes,psammopelite,Outcrop Grab,Ps,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,554269,6181075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{191CB454-C8C6-407E-8A42-E3B1A3705808}
559800,6181616,53,Robertson Lake,,43,14,,,128,4,112,-1,,-1,-3,2,2,8,-1,,2,-3,-1,-30,,,-1,,,-1,7,2,9,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,VDK18-07-001-1-1,yes,amphibolite,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,559800,6181616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{A28F6FBD-1A56-4C34-9D6A-39585F3A9FCB}
552381,6175206,54,Ahasew Lake,,3,5,,,-1,8,54,-1,,-1,4,3,3,25,-1,,2,-3,-1,-30,,,7,,,-1,4,1,37,,,,,,2,-1,,,,,,,,,,,,,,,,,,,,VDK18-29-001,yes,quartz-diorite,Outcrop Grab,Di,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,552381,6175206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{2B865973-7A2A-44E1-BCC5-0A06C9DE368A}
550756,6169804,55,Propp Lake,,46,22,,,39,4,107,-1,,-1,-3,3,5,8,-1,,2,-3,-1,-30,,,1,,,-1,7,1,23,,,,,,2,3,,,,,,,,,,,,,,,,,,,,VDK18-34-005,yes,rock,Outcrop Grab,Pc,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,550756,6169804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{2FBCB94E-C423-4EDC-88A5-DBCF29137118}
551270,6170083,56,Propp Lake,,20,17,,,83,1,52,-1,,-1,-3,1,3,-4,-1,,3,-3,-1,-30,,,-1,,,-1,6,-1,11,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,VDK18-34-015-1-1,yes,mafic volcanic rock,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,551270,6170083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{167B4898-637A-4785-888F-0EAAF37F8CB8}
559175,6184346,57,Robertson Lake,,,,,,,,,,,,,,,,,,,-3,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMa18-04-003-2-1,yes,quartz,Outcrop Grab,Psp,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,559175,6184346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,Code 8-AR ICPMS Code 8-Assays ,,,"ICP-MS; FA-GRA",,,,,,,,,,,,,,,,,,,,{EEC368C2-723E-467D-94F4-994F81AAA6ED}
559800,6181616,58,Robertson Lake,,,,,,,,,,,,,,,,,,,-3,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VDK18-07-001-2-1,yes,quartz,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,559800,6181616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,"Code 1A3-Ag Au, Ag-Fire Assay Gravimetric (QOP AA-Au)",,,FA-GRA,,,,,,,,,,,,,,,,,,,,{5DFA7018-EFB4-4FD5-BFBA-5133CEBFD303}
552630,6175007,59,Ahasew Lake,,,,,,,,,,,,,,,,,,,-3,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VDK18-29-004,yes,tonalite,Outcrop Grab,T,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,552630,6175007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,"Code 1A3-Ag Au, Ag-Fire Assay Gravimetric (QOP AA-Au)",,,FA-GRA,,,,,,,,,,,,,,,,,,,,{D215BE69-54E5-4BF4-8A81-47E424E25AE9}
551270,6170083,60,Propp Lake,,,,,,,,,,,,,,,,,,,-3,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VDK18-34-015-2-1,yes,quartz,Outcrop Grab,Mv,Glennie,Central Glennie,2019,Van De Kerckhove,2018,Van De Kerckhove,551270,6170083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A19-01040,"Code 1A3-Ag Au, Ag-Fire Assay Gravimetric (QOP AA-Au)",,,FA-GRA,,,,,,,,,,,,,,,,,,,,{12C379AC-6DB4-4D39-A3D5-37EC3FA3DAA2}
543708,6183421,61,Colin Lake,230,140,31,22,142,-10,-5,70,-0.1,,-0.1,1,-0.5,-2,-5,,-0.2,,-0.5,,,,3,0.1,94,392,-0.05,17,1.2,,,7,2.9,114,13.3,0.56,0.35,10.9,23.2,2.82,11,2.41,0.814,2.47,0.41,2.47,0.52,1.42,0.217,1.48,0.229,,,,,,SMa19-32-008,yes,Diorite,Outcrop Grab,Di,Kisseynew,Greywacke Lake,2020,S. Ma,2019,S. Ma,543708,6183421,54.53,0.703,16.6,7.97,,0.126,5.64,9.14,3.71,0.6,0.22,,,,,0,,0.31,99.55,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A20-00909,"Whole rock lithogeochemistry by fusion-ICP/MS (""4-LITHORES"")",,,"FUS-ICP; FUS-MS",,,,,,,,,,,,,,,,,,,,{B7DC66F5-453C-4E47-AB92-4F22C3E8C774}
547372,6185579,62,Colin Lake,130,40,15,15,92,-10,14,110,-0.1,,0.1,4,-0.5,2,-5,,-0.2,,0.8,,,,85,1.2,629,416,0.44,21,1.4,,,11.5,8.2,293,23.8,15.6,1.98,52.3,108,12.1,45.8,8.2,1.45,6.08,0.84,4.61,0.89,2.35,0.307,1.84,0.276,,,,,,SMa19-02-002,yes,Feldspathic_psammopelite,Outcrop Grab,MPs,Kisseynew,Greywacke Lake,2020,S. Ma,2019,S. Ma,547372,6185579,66.24,0.722,15.04,6.41,,0.071,2.3,2.5,2.93,2.42,0.11,,,,,0,,0.76,99.51,,,,,,,,,,,,,,,,,,,,,,,ActLabs,A20-00909,"Whole rock lithogeochemistry by fusion-ICP/MS (""4-LITHORES"")",,,"FUS-ICP; FUS-MS",,,,,,,,,,,,,,,,,,,,{7F517F19-5F2A-440D-A0EB-6D46A693F943}
